sID,Bangla,IPA,Dekhabet,Tokens
11531,ওইটুকু একটা জন্তু -”,oi.tu.ku æk.ta ɟon.t̪u ,oituku ekta jontu ,"[4, 3, 11, 5, 18, 5, 0, 2, 18, 11, 1, 0, 12, 4, 15, 11, 5, 0]"
11534,ব্যাপারটা দেখা যাক,bæ.par.ta d̪æ.kʰa ɟak ,beparta dekha jak ,"[8, 2, 7, 1, 16, 11, 1, 0, 17, 2, 18, 9, 1, 0, 12, 1, 18, 0]"
11536,"উল্টোটাও হতে পারে""",ul.to.ta.o ho.t̪e pa.re ,ultotao hote pare ,"[5, 13, 11, 4, 11, 1, 4, 0, 9, 4, 11, 2, 0, 7, 1, 16, 2, 0]"
11542,"তা ঠিক""",t̪a tʰik ,ta thik ,"[11, 1, 0, 11, 9, 3, 18, 0]"
11549,"না""",na ,na ,"[15, 1, 0]"
11553,বাজে কথা,ba.ɟe kɔ.t̪ʰa ,baje kotha ,"[8, 1, 12, 2, 0, 18, 4, 11, 9, 1, 0]"
11555,তুই তো আর সন্ত্রাসী না,t̪ui t̪o ar ʃɔn.t̪ra.ʃi na ,tui to ar shontrashi na ,"[11, 5, 3, 0, 11, 4, 0, 1, 16, 0, 21, 4, 15, 11, 16, 1, 21, 3, 0, 15, 1, 0]"
11559,"হ্যাঁ""",hã ,ha ,"[9, 1, 0]"
11597,চতুর্থ ভাগ,co.t̪urt̪.t̪ʰo bʰag ,choturttho bhag ,"[20, 4, 11, 5, 16, 11, 11, 9, 4, 0, 8, 9, 1, 6, 0]"
11613,পঞ্চম ভাগ,pɔn.com bʰag ,ponchom bhag ,"[7, 4, 15, 20, 4, 14, 0, 8, 9, 1, 6, 0]"
11632,ষষ্ঠ ভাগ,ʃɔʃ.tʰo bʰag ,shoshtho bhag ,"[21, 4, 21, 11, 9, 4, 0, 8, 9, 1, 6, 0]"
11655,তীর্যক,t̪ir.ɟɔk ,tirjok ,"[11, 3, 16, 12, 4, 18, 0]"
11657,আহসান কবির,ah.san ko.bir ,ahsan kobir ,"[1, 9, 10, 1, 15, 0, 18, 4, 8, 3, 16, 0]"
11661,এই ছিল নিয়তি,ei cʰi.lo ni.o.t̪i ,ei chhilo nioti ,"[2, 3, 0, 20, 9, 3, 13, 4, 0, 15, 3, 4, 11, 3, 0]"
11662,কী না করলাম,ki na kor.lam ,ki na korlam ,"[18, 3, 0, 15, 1, 0, 18, 4, 16, 13, 1, 14, 0]"
11671,তার চোখেও পানি,t̪ar co.kʰe.o pa.ni ,tar chokheo pani ,"[11, 1, 16, 0, 20, 4, 18, 9, 2, 4, 0, 7, 1, 15, 3, 0]"
11673,দেশ এখন স্বাধীন,d̪eʃ æ.kʰon ʃa.d̪ʰin ,desh ekhon shadhin ,"[17, 2, 21, 0, 2, 18, 9, 4, 15, 0, 21, 1, 17, 9, 3, 15, 0]"
11677,চোখের অবস্থা ভালো না,co.kʰer ɔ.bos.t̪ʰa bʰa.lo na ,chokher obostha bhalo na ,"[20, 4, 18, 9, 2, 16, 0, 4, 8, 4, 10, 11, 9, 1, 0, 8, 9, 1, 13, 4, 0, 15, 1, 0]"
11687,দুই,d̪ui ,dui ,"[17, 5, 3, 0]"
11693,তিন,t̪in ,tin ,"[11, 3, 15, 0]"
11708,তার মানে কী দাঁড়ায়,t̪ar ma.ne ki d̪ã.ɾaj ,tar mane ki darae ,"[11, 1, 16, 0, 14, 1, 15, 2, 0, 18, 3, 0, 17, 1, 16, 1, 2, 0]"
11712,কিন্তু মান্নান ভূঁইয়ার বেলায়,kin.t̪u man.nan bʰũi.jar be.laj ,kintu mannan bhuiear belae ,"[18, 3, 15, 11, 5, 0, 14, 1, 15, 15, 1, 15, 0, 8, 9, 5, 3, 2, 1, 16, 0, 8, 2, 13, 1, 2, 0]"
11713,চার,car ,char ,"[20, 1, 16, 0]"
11729,পাঁচ.,pãc ,pach ,"[7, 1, 20, 0]"
11732,চোখ খুলে সে অবাক,cokʰ kʰu.le ʃe ɔ.bak ,chokh khule she obak ,"[20, 4, 18, 9, 0, 18, 9, 5, 13, 2, 0, 21, 2, 0, 4, 8, 1, 18, 0]"
11738,যুবকটি রাজি হয়ে গেল,ɟu.bok.ti ra.ɟi ho.je gæ.lo ,jubokti raji hoee gelo ,"[12, 5, 8, 4, 18, 11, 3, 0, 16, 1, 12, 3, 0, 9, 4, 2, 2, 0, 6, 2, 13, 4, 0]"
11745,কিন্তু বিশ্বাস,kin.t̪u biʃ.ʃaʃ ,kintu bishshash ,"[18, 3, 15, 11, 5, 0, 8, 3, 21, 21, 1, 21, 0]"
11747,আবারও সেই সম্ভাবনা,a.ba.ro ʃei ʃɔm.bʰa.bo.na ,abaro shei shombhabona ,"[1, 8, 1, 16, 4, 0, 21, 2, 3, 0, 21, 4, 14, 8, 9, 1, 8, 4, 15, 1, 0]"
11748,জরুরি বিভাগ,ɟo.ru.ri bi.bʰag ,joruri bibhag ,"[12, 4, 16, 5, 16, 3, 0, 8, 3, 8, 9, 1, 6, 0]"
11762,অনুসন্ধান কেন্দ্র,o.nu.ʃɔn.d̪ʰan ken.d̪ro ,onushondhan kendro ,"[4, 15, 5, 21, 4, 15, 17, 9, 1, 15, 0, 18, 2, 15, 17, 16, 4, 0]"
11767,অনুসন্ধান কক্ষটি খালি,o.nu.ʃɔn.d̪ʰan kok.kʰo.ti kʰa.li ,onushondhan kokkhoti khali ,"[4, 15, 5, 21, 4, 15, 17, 9, 1, 15, 0, 18, 4, 18, 18, 9, 4, 11, 3, 0, 18, 9, 1, 13, 3, 0]"
11773,ভাই আপনি লাইন ভাঙছেন,bʰai ap.ni la.in bʰaŋ.cʰen ,bhai apni lain bhangchhen ,"[8, 9, 1, 3, 0, 1, 7, 15, 3, 0, 13, 1, 3, 15, 0, 8, 9, 1, 19, 20, 9, 2, 15, 0]"
11776,আপনে লাইনে দাঁড়ান,ap.ne lai.ne d̪ã.ɾan ,apne laine daran ,"[1, 7, 15, 2, 0, 13, 1, 3, 15, 2, 0, 17, 1, 16, 1, 15, 0]"
11783,হাঁফ ছাড়ার সময় নেই,hãpʰ cʰa.ɾar ʃo.mɔj nei ,haph chharar shomoe nei ,"[9, 1, 7, 9, 0, 20, 9, 1, 16, 1, 16, 0, 21, 4, 14, 4, 2, 0, 15, 2, 3, 0]"
11787,এখানেও তীব্র প্রতিযোগিতা,e.kʰa.ne.o t̪ib.bro pro.t̪i.ɟo.gi.t̪a ,ekhaneo tibbro protijogita ,"[2, 18, 9, 1, 15, 2, 4, 0, 11, 3, 8, 8, 16, 4, 0, 7, 16, 4, 11, 3, 12, 4, 6, 3, 11, 1, 0]"
11792,নিয়মিত চেকআপ করান,ni.o.mi.t̪o cek.ap kɔ.ran ,niomito chekap koran ,"[15, 3, 4, 14, 3, 11, 4, 0, 20, 2, 18, 1, 7, 0, 18, 4, 16, 1, 15, 0]"
11794,এহনতরি দেখাইতে পারিনি,e.hon.t̪o.ri d̪æ.kʰai.t̪e pa.ri.ni ,ehontori dekhaite parini ,"[2, 9, 4, 15, 11, 4, 16, 3, 0, 17, 2, 18, 9, 1, 3, 11, 2, 0, 7, 1, 16, 3, 15, 3, 0]"
11796,তাই ম্যাঝাইতে বইয়া পড়ছি,t̪ai mæ.ɟʰai.t̪e boi.ja poɾ.cʰi ,tai mejhaite boiea porchhi ,"[11, 1, 3, 0, 14, 2, 12, 9, 1, 3, 11, 2, 0, 8, 4, 3, 2, 1, 0, 7, 4, 16, 20, 9, 3, 0]"
11801,নেই ওয়েটিং রুম,nei o.je.tiŋ rum ,nei oeeting rum ,"[15, 2, 3, 0, 4, 2, 2, 11, 3, 19, 0, 16, 5, 14, 0]"
11811,কোথায় মানবতা,ko.t̪ʰaj ma.no.bɔ.t̪a ,kothae manobota ,"[18, 4, 11, 9, 1, 2, 0, 14, 1, 15, 4, 8, 4, 11, 1, 0]"
11816,চোখ মেলে আছেন,cokʰ me.le a.cʰen ,chokh mele achhen ,"[20, 4, 18, 9, 0, 14, 2, 13, 2, 0, 1, 20, 9, 2, 15, 0]"
11817,নড়াচড়া করছেন,nɔ.ɾa.cɔ.ɾa kor.cʰen ,norachora korchhen ,"[15, 4, 16, 1, 20, 4, 16, 1, 0, 18, 4, 16, 20, 9, 2, 15, 0]"
11818,কথা বলতে চেষ্টা করছেন,kɔ.t̪ʰa bol.t̪e ceʃ.ta kor.cʰen ,kotha bolte cheshta korchhen ,"[18, 4, 11, 9, 1, 0, 8, 4, 13, 11, 2, 0, 20, 2, 21, 11, 1, 0, 18, 4, 16, 20, 9, 2, 15, 0]"
11819,বলতে পারছেন না,bol.t̪e par.cʰen na ,bolte parchhen na ,"[8, 4, 13, 11, 2, 0, 7, 1, 16, 20, 9, 2, 15, 0, 15, 1, 0]"
11821,হেরপর কে জানি এইখানে আনল,her.pɔr ke ɟa.ni ei.kʰa.ne an.lo ,herpor ke jani eikhane anlo ,"[9, 2, 16, 7, 4, 16, 0, 18, 2, 0, 12, 1, 15, 3, 0, 2, 3, 18, 9, 1, 15, 2, 0, 1, 15, 13, 4, 0]"
11824,"কপালে, পায়ে জখম",kɔ.pa.le pa.je ɟɔ.kʰom ,kopale paee jokhom ,"[18, 4, 7, 1, 13, 2, 0, 7, 1, 2, 2, 0, 12, 4, 18, 9, 4, 14, 0]"
11825,কার না খারাপ লাগে কন দেহি,kar na kʰa.rap la.ge kɔn d̪e.hi ,kar na kharap lage kon dehi ,"[18, 1, 16, 0, 15, 1, 0, 18, 9, 1, 16, 1, 7, 0, 13, 1, 6, 2, 0, 18, 4, 15, 0, 17, 2, 9, 3, 0]"
11826,দিশেহারা রোগী,d̪i.ʃe.ha.ra ro.gi ,dishehara rogi ,"[17, 3, 21, 2, 9, 1, 16, 1, 0, 16, 4, 6, 3, 0]"
11829,এখানেও রোগীদের ভিড়,e.kʰa.ne.o ro.gi.d̪er bʰiɾ ,ekhaneo rogider bhir ,"[2, 18, 9, 1, 15, 2, 4, 0, 16, 4, 6, 3, 17, 2, 16, 0, 8, 9, 3, 16, 0]"
11831,আমার ছবিডা ছাপান,a.mar cʰo.bi.da cʰa.pan ,amar chhobida chhapan ,"[1, 14, 1, 16, 0, 20, 9, 4, 8, 3, 17, 1, 0, 20, 9, 1, 7, 1, 15, 0]"
11833,আমাগো দুঃখকষ্ট কমব না,a.ma.go d̪uk.kʰo.kɔʃ.to kom.bo na ,amago dukkhokoshto kombo na ,"[1, 14, 1, 6, 4, 0, 17, 5, 18, 18, 9, 4, 18, 4, 21, 11, 4, 0, 18, 4, 14, 8, 4, 0, 15, 1, 0]"
11834,কিছু হবও না,ki.cʰu hɔ.bɔ.o na ,kichhu hoboo na ,"[18, 3, 20, 9, 5, 0, 9, 4, 8, 4, 4, 0, 15, 1, 0]"
11859,হাসপাতাল প্রশাসন,haʃ.pa.t̪al pro.ʃa.ʃon ,hashpatal proshashon ,"[9, 1, 21, 7, 1, 11, 1, 13, 0, 7, 16, 4, 21, 1, 21, 4, 15, 0]"
11863,সব জানতে পারবেন,ʃɔb ɟan.t̪e par.ben ,shob jante parben ,"[21, 4, 8, 0, 12, 1, 15, 11, 2, 0, 7, 1, 16, 8, 2, 15, 0]"
11869,আমরা প্রস্তাব দিয়েছি,am.ra pros.t̪ab d̪i.je.cʰi ,amra prostab dieechhi ,"[1, 14, 16, 1, 0, 7, 16, 4, 10, 11, 1, 8, 0, 17, 3, 2, 2, 20, 9, 3, 0]"
11870,বর্তমানে প্রক্রিয়াধীন,bɔr.t̪o.ma.ne prok.kri.ja.d̪ʰin ,bortomane prokkrieadhin ,"[8, 4, 16, 11, 4, 14, 1, 15, 2, 0, 7, 16, 4, 18, 18, 16, 3, 2, 1, 17, 9, 3, 15, 0]"
11877,এসেছেন রাজাবাজার থেকে,e.ʃe.cʰen ra.ɟa.ba.ɟar t̪ʰe.ke ,eshechhen rajabajar theke ,"[2, 21, 2, 20, 9, 2, 15, 0, 16, 1, 12, 1, 8, 1, 12, 1, 16, 0, 11, 9, 2, 18, 2, 0]"
11879,আমরাও পিছু ছুটলাম,am.ra.o pi.cʰu cʰut.lam ,amrao pichhu chhutlam ,"[1, 14, 16, 1, 4, 0, 7, 3, 20, 9, 5, 0, 20, 9, 5, 11, 13, 1, 14, 0]"
11881,হরদম বেচা-বিক্রি,hɔr.d̪ɔm bæ.ca bik.kri ,hordom becha bikkri ,"[9, 4, 16, 17, 4, 14, 0, 8, 2, 20, 1, 0, 8, 3, 18, 18, 16, 3, 0]"
11885,সিট ফাঁকা আছে',sit pʰã.ka a.cʰe ,sit phaka achhe ,"[10, 3, 11, 0, 7, 9, 1, 18, 1, 0, 1, 20, 9, 2, 0]"
11892,সবুজ শাকসবজি খাবেন,ʃo.buɟ ʃak.ʃob.ɟi kʰa.ben ,shobuj shakshobji khaben ,"[21, 4, 8, 5, 12, 0, 21, 1, 18, 21, 4, 8, 12, 3, 0, 18, 9, 1, 8, 2, 15, 0]"
11898,আমরা কি বলব,am.ra ki bol.bo ,amra ki bolbo ,"[1, 14, 16, 1, 0, 18, 3, 0, 8, 4, 13, 8, 4, 0]"
11911,চোখেমুখে দুশ্চিন্তার ছাপ,co.kʰe.mu.kʰe d̪uʃ.cin.t̪ar cʰap ,chokhemukhe dushchintar chhap ,"[20, 4, 18, 9, 2, 14, 5, 18, 9, 2, 0, 17, 5, 21, 20, 3, 15, 11, 1, 16, 0, 20, 9, 1, 7, 0]"
11912,রোগী নিস্তেজ,ro.gi nis.t̪eɟ ,rogi nistej ,"[16, 4, 6, 3, 0, 15, 3, 10, 11, 2, 12, 0]"
11916,হাসপাতালে আইছেন,haʃ.pa.t̪a.le ai.cʰen ,hashpatale aichhen ,"[9, 1, 21, 7, 1, 11, 1, 13, 2, 0, 1, 3, 20, 9, 2, 15, 0]"
11917,এখন সব চিন্তা আমাগো',æ.kʰon ʃɔb cin.t̪a a.ma.go ,ekhon shob chinta amago ,"[2, 18, 9, 4, 15, 0, 21, 4, 8, 0, 20, 3, 15, 11, 1, 0, 1, 14, 1, 6, 4, 0]"
11918,কিছুক্ষণ পর ডাক্তার আসলেন,ki.cʰuk.kʰon pɔr dak.t̪ar aʃ.len ,kichhukkhon por daktar ashlen ,"[18, 3, 20, 9, 5, 18, 18, 9, 4, 15, 0, 7, 4, 16, 0, 17, 1, 18, 11, 1, 16, 0, 1, 21, 13, 2, 15, 0]"
11923,তাই রোগীদের এভাবে আনতে হয়,t̪ai ro.gi.d̪er e.bʰa.be an.t̪e hɔj ,tai rogider ebhabe ante hoe ,"[11, 1, 3, 0, 16, 4, 6, 3, 17, 2, 16, 0, 2, 8, 9, 1, 8, 2, 0, 1, 15, 11, 2, 0, 9, 4, 2, 0]"
11929,পায়ে আঘাত পেয়েছে,pa.je a.gʰat̪ pe.je.cʰe ,paee aghat peeechhe ,"[7, 1, 2, 2, 0, 1, 6, 9, 1, 11, 0, 7, 2, 2, 2, 20, 9, 2, 0]"
11932,বিকাল গড়িয়ে সন্ধ্যা,bi.kal go.ɾi.je ʃon.d̪ʰa ,bikal goriee shondha ,"[8, 3, 18, 1, 13, 0, 6, 4, 16, 3, 2, 2, 0, 21, 4, 15, 17, 9, 1, 0]"
11943,বেশিরভাগই নষ্ট,be.ʃir.bʰag.i nɔʃ.to ,beshirbhagi noshto ,"[8, 2, 21, 3, 16, 8, 9, 1, 6, 3, 0, 15, 4, 21, 11, 4, 0]"
11944,এসিও লাগানো আছে,e.si.o la.ga.no a.cʰe ,esio lagano achhe ,"[2, 10, 3, 4, 0, 13, 1, 6, 1, 15, 4, 0, 1, 20, 9, 2, 0]"
11945,"নষ্ট, মরিচা দেখা যায়",nɔʃ.to mo.ri.ca d̪æ.kʰa ɟaj ,noshto moricha dekha jae ,"[15, 4, 21, 11, 4, 0, 14, 4, 16, 3, 20, 1, 0, 17, 2, 18, 9, 1, 0, 12, 1, 2, 0]"
11951,স্যালাইন তো শেষ,sæ.la.in t̪o ʃeʃ ,selain to shesh ,"[10, 2, 13, 1, 3, 15, 0, 11, 4, 0, 21, 2, 21, 0]"
11952,দেখে তো সুস্থ মনে হয়,d̪e.kʰe t̪o ʃus.t̪ʰo mo.ne hɔj ,dekhe to shustho mone hoe ,"[17, 2, 18, 9, 2, 0, 11, 4, 0, 21, 5, 10, 11, 9, 4, 0, 14, 4, 15, 2, 0, 9, 4, 2, 0]"
11953,যান বাড়ি যান,ɟan ba.ɾi ɟan ,jan bari jan ,"[12, 1, 15, 0, 8, 1, 16, 3, 0, 12, 1, 15, 0]"
11960,স্যালাইন দেয়া হয়েছে,sæ.la.in d̪e.a he.je.cʰe ,selain dea heeechhe ,"[10, 2, 13, 1, 3, 15, 0, 17, 2, 1, 0, 9, 2, 2, 2, 20, 9, 2, 0]"
11961,সংজ্ঞা ফিরে পেয়েছেন,ʃɔŋ.gã pʰi.re pe.je.cʰen ,shongga phire peeechhen ,"[21, 4, 19, 6, 1, 0, 7, 9, 3, 16, 2, 0, 7, 2, 2, 2, 20, 9, 2, 15, 0]"
11962,এখন মোটামুটি সুস্থ,æ.kʰon mo.ta.mu.ti ʃus.t̪ʰo ,ekhon motamuti shustho ,"[2, 18, 9, 4, 15, 0, 14, 4, 11, 1, 14, 5, 11, 3, 0, 21, 5, 10, 11, 9, 4, 0]"
11964,মুদি ব্যবসায়ী,mu.d̪i bæ.bo.ʃa.i ,mudi beboshai ,"[14, 5, 17, 3, 0, 8, 2, 8, 4, 21, 1, 3, 0]"
11965,থাকেন রায়েরবাজার,t̪ʰa.ken ra.jer.ba.ɟar ,thaken raeerbajar ,"[11, 9, 1, 18, 2, 15, 0, 16, 1, 2, 2, 16, 8, 1, 12, 1, 16, 0]"
11967,পাশে আপনজন কেউ আছিল না,pa.ʃe a.pon.ɟɔn keu a.cʰi.lo na ,pashe aponjon keu achhilo na ,"[7, 1, 21, 2, 0, 1, 7, 4, 15, 12, 4, 15, 0, 18, 2, 5, 0, 1, 20, 9, 3, 13, 4, 0, 15, 1, 0]"
11968,তাও আমারে হাসপাতালে আনছে,t̪a.o a.ma.re haʃ.pa.t̪a.le an.cʰe ,tao amare hashpatale anchhe ,"[11, 1, 4, 0, 1, 14, 1, 16, 2, 0, 9, 1, 21, 7, 1, 11, 1, 13, 2, 0, 1, 15, 20, 9, 2, 0]"
11971,রসনা,rɔ.ʃo.na ,roshona ,"[16, 4, 21, 4, 15, 1, 0]"
11974,ঢাকা ১০০০,dʰa.ka æk ha.ɟar ,dhaka ek hajar ,"[17, 9, 1, 18, 1, 0, 2, 18, 0, 9, 1, 12, 1, 16, 0]"
11977,প্রবাসে,pro.ba.se ,probase ,"[7, 16, 4, 8, 1, 10, 2, 0]"
12004,এক খণ্ড বাংলাদেশ,æk kʰɔn.do baŋ.la.d̪eʃ ,ek khondo bangladesh ,"[2, 18, 0, 18, 9, 4, 15, 17, 4, 0, 8, 1, 19, 13, 1, 17, 2, 21, 0]"
12005,আমি তরুণ,a.mi t̪o.run ,ami torun ,"[1, 14, 3, 0, 11, 4, 16, 5, 15, 0]"
12032,"আরিফ নজরুল, ঢাকা",a.ripʰ noɟ.rul dʰa.ka ,ariph nojrul dhaka ,"[1, 16, 3, 7, 9, 0, 15, 4, 12, 16, 5, 13, 0, 17, 9, 1, 18, 1, 0]"
12034,আইসক্রিম,a.is.krim ,aiskrim ,"[1, 3, 10, 18, 16, 3, 14, 0]"
12042,তাদের দায়িত্ব পরিবেশন করা,t̪a.d̪er d̪aj.it̪.t̪o po.ri.be.ʃɔn kɔ.ra ,tader daeitto poribeshon kora ,"[11, 1, 17, 2, 16, 0, 17, 1, 2, 3, 11, 11, 4, 0, 7, 4, 16, 3, 8, 2, 21, 4, 15, 0, 18, 4, 16, 1, 0]"
12082,ভারতে এর কারখানা আছে,bʰa.ro.t̪e er kar.kʰa.na a.cʰe ,bharote er karkhana achhe ,"[8, 9, 1, 16, 4, 11, 2, 0, 2, 16, 0, 18, 1, 16, 18, 9, 1, 15, 1, 0, 1, 20, 9, 2, 0]"
12091,কোনের ক্ষেত্রেও একই দাম,ko.ner kʰet̪.t̪re.o æk.i d̪am ,koner khettreo eki dam ,"[18, 4, 15, 2, 16, 0, 18, 9, 2, 11, 11, 16, 2, 4, 0, 2, 18, 3, 0, 17, 1, 14, 0]"
12139,"""শেষ হয়েছে""",ʃeʃ he.je.cʰe ,shesh heeechhe ,"[21, 2, 21, 0, 9, 2, 2, 2, 20, 9, 2, 0]"
12141,"চুয়াত্তর এক্স টু""",cu.at̪.t̪or æks tu ,chuattor eks tu ,"[20, 5, 1, 11, 11, 4, 16, 0, 2, 18, 10, 0, 11, 5, 0]"
12142,"কাজ করছি""",kaɟ kor.cʰi ,kaj korchhi ,"[18, 1, 12, 0, 18, 4, 16, 20, 9, 3, 0]"
12143,"""ডাটা অনেক বেশি""",da.ta ɔ.nek be.ʃi ,data onek beshi ,"[17, 1, 11, 1, 0, 4, 15, 2, 18, 0, 8, 2, 21, 3, 0]"
12144,"""নিউরন ওভারলোড হয়ে যায়""",niu.ron o.bʰar.lod ho.je ɟaj ,niuron obharlod hoee jae ,"[15, 3, 5, 16, 4, 15, 0, 4, 8, 9, 1, 16, 13, 4, 17, 0, 9, 4, 2, 2, 0, 12, 1, 2, 0]"
12145,"কখন শেষ হবে""",kɔ.kʰon ʃeʃ hɔ.be ,kokhon shesh hobe ,"[18, 4, 18, 9, 4, 15, 0, 21, 2, 21, 0, 9, 4, 8, 2, 0]"
12146,"দুই ঘণ্টা পর""",d̪ui gʰɔn.ta pɔr ,dui ghonta por ,"[17, 5, 3, 0, 6, 9, 4, 15, 11, 1, 0, 7, 4, 16, 0]"
12147,দুই ঘণ্টা সাত মিনিট,d̪ui gʰɔn.ta ʃat̪ mi.nit ,dui ghonta shat minit ,"[17, 5, 3, 0, 6, 9, 4, 15, 11, 1, 0, 21, 1, 11, 0, 14, 3, 15, 3, 11, 0]"
12154,"প্রায়োরিটি কত""",pra.jo.ri.ti kɔ.t̪o ,praeoriti koto ,"[7, 16, 1, 2, 4, 16, 3, 11, 3, 0, 18, 4, 11, 4, 0]"
12156,"ওভার রাইড কোড কত""",o.bʰar ra.id kod kɔ.t̪o ,obhar raid kod koto ,"[4, 8, 9, 1, 16, 0, 16, 1, 3, 17, 0, 18, 4, 17, 0, 18, 4, 11, 4, 0]"
12170,"প্রয়োজনীয় তথ্যের অভাব""",pro.jo.ɟo.ni.o t̪ot̪.t̪ʰer ɔ.bʰab ,proeojonio totther obhab ,"[7, 16, 4, 2, 4, 12, 4, 15, 3, 4, 0, 11, 4, 11, 11, 9, 2, 16, 0, 4, 8, 9, 1, 8, 0]"
12179,"আমরা কারা""",am.ra ka.ra ,amra kara ,"[1, 14, 16, 1, 0, 18, 1, 16, 1, 0]"
12180,"আমরা এখানে কেন""",am.ra e.kʰa.ne kæ.no ,amra ekhane keno ,"[1, 14, 16, 1, 0, 2, 18, 9, 1, 15, 2, 0, 18, 2, 15, 4, 0]"
12190,"""প্রশ্নটা বাতিল করে দিচ্ছি""",proʃ.no.ta ba.t̪il ko.re d̪ic.cʰi ,proshnota batil kore dichchhi ,"[7, 16, 4, 21, 15, 4, 11, 1, 0, 8, 1, 11, 3, 13, 0, 18, 4, 16, 2, 0, 17, 3, 20, 20, 9, 3, 0]"
12208,সিকিউরিটিকে ডাকো,si.kiu.ri.ti.ke da.ko ,sikiuritike dako ,"[10, 3, 18, 3, 5, 16, 3, 11, 3, 18, 2, 0, 17, 1, 18, 4, 0]"
12216,"এখন কী করা যায়""",æ.kʰon ki kɔ.ra ɟaj ,ekhon ki kora jae ,"[2, 18, 9, 4, 15, 0, 18, 3, 0, 18, 4, 16, 1, 0, 12, 1, 2, 0]"
12219,"কেমন লাগলে হবে না""",kæ.mon lag.le hɔ.be na ,kemon lagle hobe na ,"[18, 2, 14, 4, 15, 0, 13, 1, 6, 13, 2, 0, 9, 4, 8, 2, 0, 15, 1, 0]"
12222,"কী ব্যাপার""",ki bæ.par ,ki bepar ,"[18, 3, 0, 8, 2, 7, 1, 16, 0]"
12233,এটি অসম্ভব,e.ti ɔ.ʃɔm.bʰɔb ,eti oshombhob ,"[2, 11, 3, 0, 4, 21, 4, 14, 8, 9, 4, 8, 0]"
12234,না অসম্ভব নয়,na ɔ.ʃɔm.bʰɔb nɔj ,na oshombhob noe ,"[15, 1, 0, 4, 21, 4, 14, 8, 9, 4, 8, 0, 15, 4, 2, 0]"
12240,"""এইজন্যে আমরা ফোন করতে পারছি না""",ei.ɟon.ne am.ra pʰon kor.t̪e par.cʰi na ,eijonne amra phon korte parchhi na ,"[2, 3, 12, 4, 15, 15, 2, 0, 1, 14, 16, 1, 0, 7, 9, 4, 15, 0, 18, 4, 16, 11, 2, 0, 7, 1, 16, 20, 9, 3, 0, 15, 1, 0]"
12244,"""আমরা জানতে চাই কেন""",am.ra ɟan.t̪e cai kæ.no ,amra jante chai keno ,"[1, 14, 16, 1, 0, 12, 1, 15, 11, 2, 0, 20, 1, 3, 0, 18, 2, 15, 4, 0]"
12257,"না হয়""",na hɔj ,na hoe ,"[15, 1, 0, 9, 4, 2, 0]"
12258,চুপচাপ বসে থাকি,cup.cap bɔ.ʃe t̪ʰa.ki ,chupchap boshe thaki ,"[20, 5, 7, 20, 1, 7, 0, 8, 4, 21, 2, 0, 11, 9, 1, 18, 3, 0]"
12260,"কিন্তু সেটা তো কঠিন""",kin.t̪u ʃe.ta t̪o ko.tʰin ,kintu sheta to kothin ,"[18, 3, 15, 11, 5, 0, 21, 2, 11, 1, 0, 11, 4, 0, 18, 4, 11, 9, 3, 15, 0]"
12264,"তুমিই বল""",t̪u.mi.i bɔl ,tumii bol ,"[11, 5, 14, 3, 3, 0, 8, 4, 13, 0]"
12265,"""এসব ব্যাপারে তুমিই ভালো বুঝো""",e.ʃɔb bæ.pa.re t̪u.mi.i bʰa.lo bu.ɟʰo ,eshob bepare tumii bhalo bujho ,"[2, 21, 4, 8, 0, 8, 2, 7, 1, 16, 2, 0, 11, 5, 14, 3, 3, 0, 8, 9, 1, 13, 4, 0, 8, 5, 12, 9, 4, 0]"
12267,"কোনো সমস্যা হবে না তো""",ko.no ʃɔ.moʃ.ʃa hɔ.be na t̪o ,kono shomoshsha hobe na to ,"[18, 4, 15, 4, 0, 21, 4, 14, 4, 21, 21, 1, 0, 9, 4, 8, 2, 0, 15, 1, 0, 11, 4, 0]"
12282,"তার মানে আমরা মানুষ নই""",t̪ar ma.ne am.ra ma.nuʃ noi ,tar mane amra manush noi ,"[11, 1, 16, 0, 14, 1, 15, 2, 0, 1, 14, 16, 1, 0, 14, 1, 15, 5, 21, 0, 15, 4, 3, 0]"
12290,"""মানুষ থেকে ভিন্ন প্রাণী""",ma.nuʃ t̪ʰe.ke bʰin.no pra.ni ,manush theke bhinno prani ,"[14, 1, 15, 5, 21, 0, 11, 9, 2, 18, 2, 0, 8, 9, 3, 15, 15, 4, 0, 7, 16, 1, 15, 3, 0]"
12293,"বুঝতে পেরেছি""",buɟʰ.t̪e pe.re.cʰi ,bujhte perechhi ,"[8, 5, 12, 9, 11, 2, 0, 7, 2, 16, 2, 20, 9, 3, 0]"
12295,"""আমাদের বিবর্তন হয় না""",a.ma.d̪er bi.bort̪.t̪on hɔj na ,amader bibortton hoe na ,"[1, 14, 1, 17, 2, 16, 0, 8, 3, 8, 4, 16, 11, 11, 4, 15, 0, 9, 4, 2, 0, 15, 1, 0]"
12302,"সেগুলো কি""",ʃe.gu.lo ki ,shegulo ki ,"[21, 2, 6, 5, 13, 4, 0, 18, 3, 0]"
