Bangla,IPA,CMUBETs
প্রধান অতিথি ক্রীড়া প্রতিমন্ত্রীর পাশে বিশেষ অতিথি হিসেবে থাকার কথা ছিল ক্রিকেট বোর্ডের সভাপতি সাংসদ আলী আসগার লবীর,pro.d̪ʰan o.t̪i.t̪ʰi kri.ɾa pro.t̪i.mon.t̪rir pa.ʃe bi.ʃeʃ o.t̪i.t̪ʰi hi.ʃe.be t̪ʰa.kar kɔ.t̪ʰa cʰi.lo kri.ket bor.der ʃɔ.bʰa.po.t̪i ʃaŋ.ʃod̪ a.li as.gar lɔ.bir ,P R OW D AA N SIL OW T IH T IH SIL K R IH DX AA SIL P R OW T IH M OW N T R IH R SIL P AA SH EY SIL B IH SH EY SH SIL OW T IH T IH SIL HH IH SH EY B EY SIL T AA K AA R SIL K AO T AA SIL IH L OW SIL K R IH K EY T SIL B OW R D EY R SIL SH AO B AA P OW T IH SIL SH AA NG SH OW D SIL AA L IH SIL AA S AA R SIL L AO B IH R
কিন্তু দুর্যোগপূর্ণ আবহাওয়ায় খুলনা থেকে বিমানের ফ্লাইট জটিলতায় তিনি আসতে পারেননি,kin.t̪u d̪ur.ɟo.go.pur.no ab.ha.oaj kʰul.na t̪ʰe.ke bi.ma.ner pʰla.it ɟo.ti.lɔ.t̪aj t̪i.ni aʃ.t̪e pa.ren.ni ,K IH N T UW SIL D UW R JH OW OW P UW R N OW SIL AA B HH AA OW AA Y SIL K UW L N AA SIL T EY K EY SIL B IH M AA N EY R SIL P L AA IH T SIL JH OW T IH L AO T AA Y SIL T IH N IH SIL AA SH T EY SIL P AA R EY N N IH
"তবে তিনি না আসতে পারলেও বোর্ডের সাধারণ সম্পাদক মাহবুবুল আনাম ছিলেন এবং সভাপতির শূন্যতা তিনি শুধু পূরণই করেননি, ঢাকার ক্রিকেটের গুরুত্বপূর্ণ একটা সমস্যা তুলে ধরে তার সমাধানের পথ বের করারও চেষ্টা করেছেন",t̪ɔ.be t̪i.ni na aʃ.t̪e par.leo bor.der ʃa.d̪ʰa.rɔn ʃɔm.pa.d̪ok mah.bu.bul a.nam cʰi.len e.bɔŋ ʃɔ.bʰa.po.t̪ir ʃun.no.t̪a t̪i.ni ʃu.d̪ʰu pu.ro.ni kɔ.ren.ni dʰa.kar kri.ke.ter gu.rut̪.t̪o.purn.no æk.ta ʃɔ.moʃ.ʃa t̪u.le d̪ʰɔ.re t̪ar ʃɔ.ma.d̪ʰa.ner pɔt̪ʰ ber kɔ.rar.o ceʃ.ta ko.re.cʰen ,T AO B EY SIL T IH N IH SIL N AA SIL AA SH T EY SIL P AA R L EY OW SIL B OW R D EY R SIL SH AA D AA R AO N SIL SH AO M P AA D OW K SIL M AA HH B UW B UW L SIL AA N AA M SIL IH L EY N SIL EY B AO NG SIL SH AO B AA P OW T IH R SIL SH UW N N OW T AA SIL T IH N IH SIL SH UW D UW SIL P UW R OW N IH SIL K AO R EY N N IH SIL D AA K AA R SIL K R IH K EY T EY R SIL UW R UW T T OW P UW R N N OW SIL AE K T AA SIL SH AO M OW SH SH AA SIL T UW L EY SIL D AO R EY SIL T AA R SIL SH AO M AA D AA N EY R SIL P AO T SIL B EY R SIL K AO R AA R OW SIL EY SH T AA SIL K OW R EY EY N
মতিঝিলের ক্লাবপাড়ায় অবস্থান বেশ কয়েকটি বড় ক্লাবের,mo.t̪i.ɟʰi.ler klab.pa.ɾaj ɔ.bos.t̪ʰan beʃ kɔ.ek.ti bɔ.ɾo kla.ber ,M OW T IH JH IH L EY R SIL K L AA B P AA DX AA Y SIL AO B OW S T AA N SIL B EY SH SIL K AO EY K T IH SIL B AO DX OW SIL K L AA B EY R
কিন্তু তাদের আদি ও অকৃত্রিম সমস্যা প্র্যাকটিস মাঠের অভাব,kin.t̪u t̪a.d̪er a.d̪i o ɔ.krit̪.t̪rim ʃɔ.moʃ.ʃa præk.tis ma.tʰer ɔ.bʰab ,K IH N T UW SIL T AA D EY R SIL AA D IH SIL OW SIL AO K R IH T T R IH M SIL SH AO M OW SH SH AA SIL P R AE K T IH S SIL M AA T EY R SIL AO B AA B
"মাহবুব আনাম ক্রীড়া প্রতিমন্ত্রীর কাছে মতিঝিলে একখণ্ড জমি দাবি করে বলেন, সরকার যদি জমি দেয়, তাহলে ক্রিকেট বোর্ডের পক্ষ থেকে আমরা সেটিকে ক্রিকেট উপযোগী করে তুলব, যাতে ক্লাবগুলোর দীর্ঘদিনের সমস্যার সমাধান হয়",mah.bub a.nam kri.ɾa pro.t̪i.mon.t̪rir ka.cʰe mo.t̪i.ɟʰi.le æk.kʰɔn.do ɟo.mi d̪a.bi ko.re bɔ.len ʃɔr.kar ɟo.d̪i ɟo.mi d̪e.o t̪a.ho.le kri.ket bor.der pok.kʰo t̪ʰe.ke am.ra ʃe.ti.ke kri.ket u.po.ɟo.gi ko.re t̪ul.bo ɟa.t̪e klab.gu.lor d̪ir.gʰo.d̪i.ner ʃɔ.moʃ.ʃar ʃɔ.ma.d̪ʰan hɔj ,M AA HH B UW B SIL AA N AA M SIL K R IH DX AA SIL P R OW T IH M OW N T R IH R SIL K AA EY SIL M OW T IH JH IH L EY SIL AE K K AO N D OW SIL JH OW M IH SIL D AA B IH SIL K OW R EY SIL B AO L EY N SIL SH AO R K AA R SIL JH OW D IH SIL JH OW M IH SIL D EY OW SIL T AA HH OW L EY SIL K R IH K EY T SIL B OW R D EY R SIL P OW K K OW SIL T EY K EY SIL AA M R AA SIL SH EY T IH K EY SIL K R IH K EY T SIL UW P OW JH OW IH SIL K OW R EY SIL T UW L B OW SIL JH AA T EY SIL K L AA B UW L OW R SIL D IH R OW D IH N EY R SIL SH AO M OW SH SH AA R SIL SH AO M AA D AA N SIL HH AO Y
মাহবুব আনামের চোখে ছিল বাফুফে ভবনের পাশে খালি পড়ে থাকা আড়াই বিঘারও বেশি জমিখণ্ড,mah.bub a.na.mer co.kʰe cʰi.lo ba.pʰu.pʰe bʰɔ.bo.ner pa.ʃe kʰa.li pɔ.ɾe t̪ʰa.ka a.ɾai bi.gʰa.ro be.ʃi ɟo.mi.kʰɔn.do ,M AA HH B UW B SIL AA N AA M EY R SIL OW K EY SIL IH L OW SIL B AA P UW P EY SIL B AO B OW N EY R SIL P AA SH EY SIL K AA L IH SIL P AO DX EY SIL T AA K AA SIL AA DX AA IH SIL B IH AA R OW SIL B EY SH IH SIL JH OW M IH K AO N D OW
এএফসির গোল প্লাস প্রকল্পের আওতায় ফুটবল একাডেমি গড়ে তুলতে যে জমিটুকু অনেক আগেই জাতীয় ক্রীড়া পরিষদের কাছে চেয়ে রেখেছে ফুটবল ফেডারেশন (বাফুফে),e.æpʰ.sir gol plas pro.kɔl.per a.o.t̪aj pʰut.bɔl æ.ka.de.mi gɔ.ɾe t̪ul.t̪e ɟe ɟo.mi.tu.ku ɔ.nek a.gei ɟa.t̪i.o kri.ɾa po.ri.ʃɔ.d̪er ka.cʰe ce.e re.kʰe.cʰe pʰut.bɔl pʰe.da.re.ʃɔn ba.pʰu.pʰe ,EY AE P S IH R SIL OW L SIL P L AA S SIL P R OW K AO L P EY R SIL AA OW T AA Y SIL P UW T B AO L SIL AE K AA D EY M IH SIL AO DX EY SIL T UW L T EY SIL JH EY SIL JH OW M IH T UW K UW SIL AO N EY K SIL AA EY IH SIL JH AA T IH OW SIL K R IH DX AA SIL P OW R IH SH AO D EY R SIL K AA EY SIL EY EY SIL R EY K EY EY SIL P UW T B AO L SIL P EY D AA R EY SH AO N SIL B AA P UW P EY
কিন্তু ক্রীড়া প্রতিমন্ত্রী ক্রিকেট বোর্ড সাধারণ সম্পাদককে না করে দিলেন কৌশলে,kin.t̪u kri.ɾa pro.t̪i.mon.t̪ri kri.ket bord ʃa.d̪ʰa.rɔn ʃɔm.pa.d̪ok.ke na ko.re d̪i.len kou.ʃɔ.le ,K IH N T UW SIL K R IH DX AA SIL P R OW T IH M OW N T R IH SIL K R IH K EY T SIL B OW R D SIL SH AA D AA R AO N SIL SH AO M P AA D OW K K EY SIL N AA SIL K OW R EY SIL D IH L EY N SIL K OW UW SH AO L EY
"উল্টো জমি চেয়ে বসেন তিনি, বরং আপনারা আমাকে অন্য জমি (সিটি করপোরেশনের) বের করে দিন, আমি জাতীয় ক্রীড়া পরিষদের পক্ষ থেকে সেই জমিকে সুন্দর মাঠ বানিয়ে দেব",ul.to ɟo.mi ce.e bɔ.ʃen t̪i.ni bɔ.roŋ ap.na.ra a.ma.ke on.no ɟo.mi si.ti kɔr.po.re.ʃɔ.ner ber ko.re d̪in a.mi ɟa.t̪i.o kri.ɾa po.ri.ʃɔ.d̪er pok.kʰo t̪ʰe.ke ʃei ɟo.mi.ke ʃun.d̪ɔr matʰ ba.ni.je d̪e.bo ,UW L T OW SIL JH OW M IH SIL EY EY SIL B AO SH EY N SIL T IH N IH SIL B AO R OW NG SIL AA P N AA R AA SIL AA M AA K EY SIL OW N N OW SIL JH OW M IH SIL S IH T IH SIL K AO R P OW R EY SH AO N EY R SIL B EY R SIL K OW R EY SIL D IH N SIL AA M IH SIL JH AA T IH OW SIL K R IH DX AA SIL P OW R IH SH AO D EY R SIL P OW K K OW SIL T EY K EY SIL SH EY IH SIL JH OW M IH K EY SIL SH UW N D AO R SIL M AA T SIL B AA N IH Y EY SIL D EY B OW
"তার কথা, এই জমি বিশেষ কোনো ফেডারেশনকে দেওয়া যাবে না",t̪ar kɔ.t̪ʰa ei ɟo.mi bi.ʃeʃ ko.no pʰe.da.re.ʃɔn.ke d̪eo.a ɟa.be na ,T AA R SIL K AO T AA SIL EY IH SIL JH OW M IH SIL B IH SH EY SH SIL K OW N OW SIL P EY D AA R EY SH AO N K EY SIL D EY OW AA SIL JH AA B EY SIL N AA
এটা সবার ব্যবহারের জন্য,e.ta ʃɔ.bar bæ.bo.ha.rer ɟon.no ,EY T AA SIL SH AO B AA R SIL B AE B OW HH AA R EY R SIL JH OW N N OW
সাধারণ সম্পাদক হিসেবে মাহবুব আনামের লক্ষ্য ক্রিকেটের সামগ্রিক উন্নয়ন,ʃa.d̪ʰa.rɔn ʃɔm.pa.d̪ok hi.ʃe.be mah.bub a.na.mer lok.kʰo kri.ke.ter ʃa.mog.grik un.nɔj.on ,SH AA D AA R AO N SIL SH AO M P AA D OW K SIL HH IH SH EY B EY SIL M AA HH B UW B SIL AA N AA M EY R SIL L OW K K OW SIL K R IH K EY T EY R SIL SH AA M OW R IH K SIL UW N N AO Y OW N
ক্লাবের একটি সমস্যা সমাধানের উদ্যোগ নিয়ে তিনি যথার্থ নেতৃত্বগুণের পরিচয় রাখলেন,kla.ber ek.ti ʃɔ.moʃ.ʃa ʃɔ.ma.d̪ʰa.ner ud̪.d̪og ni.je t̪i.ni ɟɔ.t̪ʰart̪.t̪ʰo net̪.t̪rit̪.t̪o.gu.ner po.ri.cɔj rakʰ.len ,K L AA B EY R SIL EY K T IH SIL SH AO M OW SH SH AA SIL SH AO M AA D AA N EY R SIL UW D D OW SIL N IH Y EY SIL T IH N IH SIL JH AO T AA R T T OW SIL N EY T T R IH T T OW UW N EY R SIL P OW R IH AO Y SIL R AA K L EY N
ক্রীড়া প্রতিমন্ত্রী তাকে হ্যাঁ করলেই সেটি পেত নতুন মাত্রা,kri.ɾa pro.t̪i.mon.t̪ri t̪a.ke hã kor.lei ʃe.ti pe.t̪o no.t̪un mat̪.t̪ra ,K R IH DX AA SIL P R OW T IH M OW N T R IH SIL T AA K EY SIL HH AA SIL K OW R L EY IH SIL SH EY T IH SIL P EY T OW SIL N OW T UW N SIL M AA T T R AA
তা অবশ্য হলো না,t̪a ɔ.boʃ.ʃo ho.lo na ,T AA SIL AO B OW SH SH OW SIL HH OW L OW SIL N AA
"তবে নিজে যেহেতু মতিঝিল পাড়ার ক্লাব মোহামেডানের প্রতিনিধি, সুতরাং মতিঝিল পাড়ার পক্ষে কথা তো বলে রাখলেন",t̪ɔ.be ni.ɟe ɟe.he.t̪u mo.t̪i.ɟʰil pa.ɾar klab moa.ha.me.da.ner pro.t̪i.ni.d̪ʰi ʃu.t̪ɔ.raŋ mo.t̪i.ɟʰil pa.ɾar pɔk.kʰe kɔ.t̪ʰa t̪o bo.le rakʰ.len ,T AO B EY SIL N IH JH EY SIL JH EY HH EY T UW SIL M OW T IH JH IH L SIL P AA DX AA R SIL K L AA B SIL M OW AA HH AA M EY D AA N EY R SIL P R OW T IH N IH D IH SIL SH UW T AO R AA NG SIL M OW T IH JH IH L SIL P AA DX AA R SIL P AO K K EY SIL K AO T AA SIL T OW SIL B OW L EY SIL R AA K L EY N
ঘুষ কেলেঙ্কারিতে ব্রাজিলের ফুটবল এখনো উত্তপ্ত,gʰuʃ ke.leŋ.ka.ri.t̪e bra.ɟi.ler pʰut.bɔl æ.kʰo.no ut̪.t̪ɔp.t̪o ,UW SH SIL K EY L EY NG K AA R IH T EY SIL B R AA JH IH L EY R SIL P UW T B AO L SIL AE K OW N OW SIL UW T T AO P T OW
এক সপ্তাহের মধ্যে তৃতীয় ব্রাজিলিয়ান রেফারি হিসেবে গ্রেপ্তার করা হয়েছে ভ্যান্ডারলি পোলোলিকে,æk ʃɔp.t̪a.her mod̪.d̪ʰe t̪ri.t̪i.o bra.ɟi.li.jan re.pʰa.ri hi.ʃe.be grep.t̪ar kɔ.ra he.je.cʰe bʰæn.dar.li po.lo.li.ke ,AE K SIL SH AO P T AA HH EY R SIL M OW D D EY SIL T R IH T IH OW SIL B R AA JH IH L IH Y AA N SIL R EY P AA R IH SIL HH IH SH EY B EY SIL R EY P T AA R SIL K AO R AA SIL HH EY Y EY EY SIL B AE N D AA R L IH SIL P OW L OW L IH K EY
ম্যাচ পাতানোর দায়ে আগের দুজনের রেফারিং ক্যারিয়ার হুমকির মুখে পড়লেও পোলোলির ক্ষেত্রে তেমনটা নয়,mæc pa.t̪a.nor d̪a.je a.ger d̪u.ɟɔ.ner re.pʰa.riŋ kæ.ri.jar hum.kir mu.kʰe poɾ.leo po.lo.lir kʰet̪.t̪re t̪æ.mon.ta nɔj ,M AE SIL P AA T AA N OW R SIL D AA Y EY SIL AA EY R SIL D UW JH AO N EY R SIL R EY P AA R IH NG SIL K AE R IH Y AA R SIL HH UW M K IH R SIL M UW K EY SIL P OW DX L EY OW SIL P OW L OW L IH R SIL K EY T T R EY SIL T AE M OW N T AA SIL N AO Y
কারণ বছর সাতেক আগেই তো রেফারিং থেকে অবসর নিয়েছেন তিনি,ka.ron bɔ.cʰor ʃa.t̪ek a.gei t̪o re.pʰa.riŋ t̪ʰe.ke ɔ.bo.ʃɔr ni.je.cʰen t̪i.ni ,K AA R OW N SIL B AO OW R SIL SH AA T EY K SIL AA EY IH SIL T OW SIL R EY P AA R IH NG SIL T EY K EY SIL AO B OW SH AO R SIL N IH Y EY EY N SIL T IH N IH
আসলে ম্যাচ পাতানোতে বাজিকর সংস্থা ও রেফারি পল হোসে দানিলনের মধ্যস্থতাকারী হিসেবে কাজ করার দায়েই গত পরশু তাকে গ্রেপ্তার করা হয়েছে বলে জানিয়েছে পুলিশ,a.ʃo.le mæc pa.t̪a.no.t̪e ba.ɟi.kɔr ʃɔŋs.t̪ʰa o re.pʰa.ri pɔl ho.ʃe d̪a.ni.lo.ner mod̪.d̪ʰos.t̪ʰo.t̪a.ka.ri hi.ʃe.be kaɟ kɔ.rar d̪a.jei gɔ.t̪o por.ʃu t̪a.ke grep.t̪ar kɔ.ra he.je.cʰe bo.le ɟa.ni.je.cʰe pu.liʃ ,AA SH OW L EY SIL M AE SIL P AA T AA N OW T EY SIL B AA JH IH K AO R SIL SH AO NG S T AA SIL OW SIL R EY P AA R IH SIL P AO L SIL HH OW SH EY SIL D AA N IH L OW N EY R SIL M OW D D OW S T OW T AA K AA R IH SIL HH IH SH EY B EY SIL K AA JH SIL K AO R AA R SIL D AA Y EY IH SIL AO T OW SIL P OW R SH UW SIL T AA K EY SIL R EY P T AA R SIL K AO R AA SIL HH EY Y EY EY SIL B OW L EY SIL JH AA N IH Y EY EY SIL P UW L IH SH
"যাকে ঘিরে বিতর্কের সূত্রপাত, সেই রেফারি এডিলসন পাহেইরা ডি কারভালহো পাঁচ দিন কেন্দ্রীয় পুলিশ হেফাজতে থাকার পর ছাড়া পেয়েছেন",ɟa.ke gʰi.re bi.t̪ɔr.ker ʃut̪.t̪ro.pat̪ ʃei re.pʰa.ri æ.dil.sɔn pa.hei.ra di kar.bʰal.ho pãc d̪in ken.d̪rio pu.liʃ hæ.pʰa.ɟɔ.t̪e t̪ʰa.kar pɔr cʰa.ɾa pe.je.cʰen ,JH AA K EY SIL IH R EY SIL B IH T AO R K EY R SIL SH UW T T R OW P AA T SIL SH EY IH SIL R EY P AA R IH SIL AE D IH L S AO N SIL P AA HH EY IH R AA SIL D IH SIL K AA R B AA L HH OW SIL P AA SIL D IH N SIL K EY N D R IH OW SIL P UW L IH SH SIL HH AE P AA JH AO T EY SIL T AA K AA R SIL P AO R SIL AA DX AA SIL P EY Y EY EY N
এদিকে ম্যাচ পাতানো বিতর্কের ঝাপটা এসে লেগেছে ব্রাজিলিয়ান ফুটবল কনফেডারেশনে (সিবিএফ),e.d̪i.ke mæc pa.t̪a.no bi.t̪ɔr.ker ɟʰap.ta e.ʃe le.ge.cʰe bra.ɟi.li.jan pʰut.bɔl kɔn.pʰe.da.re.ʃɔ.ne si.bi.epʰ ,EY D IH K EY SIL M AE SIL P AA T AA N OW SIL B IH T AO R K EY R SIL JH AA P T AA SIL EY SH EY SIL L EY EY EY SIL B R AA JH IH L IH Y AA N SIL P UW T B AO L SIL K AO N P EY D AA R EY SH AO N EY SIL S IH B IH EY P
১৯৯৭ সাল থেকে রেফারিজ কমিটির প্রধান হিসেবে কাজ করা আরমান্দো মারকুয়েজ পদত্যাগ করেছেন পরশু,u.niʃ ʃɔ.t̪o ʃa.t̪a.nob.boi ʃal t̪ʰe.ke re.pʰa.riɟ kɔ.mi.tir pro.d̪ʰan hi.ʃe.be kaɟ kɔ.ra ar.man.d̪o mar.ku.jeɟ pɔ.d̪ot̪.t̪æg ko.re.cʰen por.ʃu ,UW N IH SH SIL SH AO T OW SIL SH AA T AA N OW B B OW IH SIL SH AA L SIL T EY K EY SIL R EY P AA R IH JH SIL K AO M IH T IH R SIL P R OW D AA N SIL HH IH SH EY B EY SIL K AA JH SIL K AO R AA SIL AA R M AA N D OW SIL M AA R K UW Y EY JH SIL P AO D OW T T AE SIL K OW R EY EY N SIL P OW R SH UW
সিদ্ধান্তটা প্রত্যাশিতই ছিল,sid̪.d̪ʰan.t̪o.ta prot̪.t̪a.ʃi.t̪oi cʰi.lo ,S IH D D AA N T OW T AA SIL P R OW T T AA SH IH T OW IH SIL IH L OW
একের পর এক রেফারি ম্যাচ পাতানো কেলেঙ্কারিতে জড়িয়ে পড়ায় ক্রমাগত চাপ বাড়ছিল মারকুয়েজের ওপর,æ.ker pɔr æk re.pʰa.ri mæc pa.t̪a.no ke.leŋ.ka.ri.t̪e ɟo.ɾi.je pɔ.ɾaj kro.ma.gɔ.t̪o cap baɾ.cʰi.lo mar.ku.je.ɟer o.pɔr ,AE K EY R SIL P AO R SIL AE K SIL R EY P AA R IH SIL M AE SIL P AA T AA N OW SIL K EY L EY NG K AA R IH T EY SIL JH OW DX IH Y EY SIL P AO DX AA Y SIL K R OW M AA AO T OW SIL AA P SIL B AA DX IH L OW SIL M AA R K UW Y EY JH EY R SIL OW P AO R
সেই চাপের কাছে নতি স্বীকার করে শেষ পর্যন্ত পদত্যাগই করতে হলো তাকে,ʃei ca.per ka.cʰe no.t̪i ʃi.kar ko.re ʃeʃ pɔrɟ.ɟon.t̪o pɔ.d̪ot̪.t̪æg.i kor.t̪e ho.lo t̪a.ke ,SH EY IH SIL AA P EY R SIL K AA EY SIL N OW T IH SIL SH IH K AA R SIL K OW R EY SIL SH EY SH SIL P AO R JH JH OW N T OW SIL P AO D OW T T AE IH SIL K OW R T EY SIL HH OW L OW SIL T AA K EY
চাপ রয়েছে সিবিএফের ওপরও,cap ro.je.cʰe si.bi.e.pʰer o.por.o ,AA P SIL R OW Y EY EY SIL S IH B IH EY P EY R SIL OW P OW R OW
"কিছু ক্লাব, বিশেষত পয়েন্ট তালিকায় যাদের অবস্থান নিচের দিকে, তারা চাইছে কারভালহোর পরিচালনা করা ম্যাচগুলো আবার আয়োজন করা হোক",ki.cʰu klab bi.ʃe.ʃɔ.t̪o pɔj.ent t̪a.li.kaj ɟa.d̪er ɔ.bos.t̪ʰan ni.cer d̪i.ke t̪a.ra cai.cʰe kar.bʰal.hor po.ri.ca.lo.na kɔ.ra mæc.gu.lo a.bar aj.o.ɟɔn kɔ.ra hok ,K IH UW SIL K L AA B SIL B IH SH EY SH AO T OW SIL P AO Y EY N T SIL T AA L IH K AA Y SIL JH AA D EY R SIL AO B OW S T AA N SIL N IH EY R SIL D IH K EY SIL T AA R AA SIL AA IH EY SIL K AA R B AA L HH OW R SIL P OW R IH AA L OW N AA SIL K AO R AA SIL M AE UW L OW SIL AA B AA R SIL AA Y OW JH AO N SIL K AO R AA SIL HH OW K
এ মৌসুমের ব্রাজিলিয়ান চ্যাম্পিয়নশিপে ১১টি ম্যাচ পরিচালনা করেছেন কারভালহো,e mou.ʃu.mer bra.ɟi.li.jan cæm.pi.jɔn.ʃi.pe æ.ga.ro ti mæc po.ri.ca.lo.na ko.re.cʰen kar.bʰal.ho ,EY SIL M OW UW SH UW M EY R SIL B R AA JH IH L IH Y AA N SIL AE M P IH Y AO N SH IH P EY SIL AE AA R OW SIL T IH SIL M AE SIL P OW R IH AA L OW N AA SIL K OW R EY EY N SIL K AA R B AA L HH OW
"সেগুলো আবার অনুষ্ঠিত হবে কি না, সে সিদ্ধান্ত দেবে ব্রাজিলের ক্রীড়া আদালত",ʃe.gu.lo a.bar o.nuʃ.tʰi.t̪o hɔ.be ki na ʃe ʃid̪.d̪ʰan.t̪o d̪e.be bra.ɟi.ler kri.ɾa a.d̪a.lɔt̪ ,SH EY UW L OW SIL AA B AA R SIL OW N UW SH T IH T OW SIL HH AO B EY SIL K IH SIL N AA SIL SH EY SIL SH IH D D AA N T OW SIL D EY B EY SIL B R AA JH IH L EY R SIL K R IH DX AA SIL AA D AA L AO T
"যেসব ক্লাব হুমকি দিয়েছে ব্যাপারটি সিভিল কোর্টে নিয়ে যাওয়ার, তাদের পাল্টা হুঁশিয়ারি দিয়েছেন সিবিএফের প্রেসিডেন্ট রিকার্ডো টিসেরা, যারা সিভিল কোর্টে যাবে, তাদের এমন শাস্তি দেওয়া হবে, যা তারা কখনো ভুলবে না",ɟe.ʃɔb klab hum.ki d̪i.je.cʰe bæ.par.ti si.bʰil kor.te ni.je ɟa.o.jar t̪a.d̪er pal.ta hũ.ʃi.ja.ri d̪i.je.cʰen si.bi.e.pʰer pre.si.dent ri.kar.do ti.se.ra ɟa.ra si.bʰil kor.te ɟa.be t̪a.d̪er æ.mon ʃas.t̪i d̪eo.a hɔ.be ɟa t̪a.ra kɔ.kʰo.no bʰul.be na ,JH EY SH AO B SIL K L AA B SIL HH UW M K IH SIL D IH Y EY EY SIL B AE P AA R T IH SIL S IH B IH L SIL K OW R T EY SIL N IH Y EY SIL JH AA OW Y AA R SIL T AA D EY R SIL P AA L T AA SIL HH UW SH IH Y AA R IH SIL D IH Y EY EY N SIL S IH B IH EY P EY R SIL P R EY S IH D EY N T SIL R IH K AA R D OW SIL T IH S EY R AA SIL JH AA R AA SIL S IH B IH L SIL K OW R T EY SIL JH AA B EY SIL T AA D EY R SIL AE M OW N SIL SH AA S T IH SIL D EY OW AA SIL HH AO B EY SIL JH AA SIL T AA R AA SIL K AO K OW N OW SIL B UW L B EY SIL N AA
"পূর্বনির্ধারিত সময়েই চ্যাম্পিয়নশিপ শেষ করার পরিকল্পনার কথাও জানিয়েছেন তিনি, আগের সময়সূচি অনুযায়ী ৪ ডিসেম্বরই প্রতিযোগিতা শেষ হবে",pur.bo.nir.d̪ʰa.ri.t̪o ʃɔ.mɔ.jei cæm.pi.jɔn.ʃip ʃeʃ kɔ.rar po.ri.kɔl.po.nar kɔ.t̪ʰa.o ɟa.ni.je.cʰen t̪i.ni a.ger ʃɔ.mɔj.ʃu.ci o.nu.ɟa.i car di.sem.bɔ.ri pro.t̪i.ɟo.gi.t̪a ʃeʃ hɔ.be ,P UW R B OW N IH R D AA R IH T OW SIL SH AO M AO Y EY IH SIL AE M P IH Y AO N SH IH P SIL SH EY SH SIL K AO R AA R SIL P OW R IH K AO L P OW N AA R SIL K AO T AA OW SIL JH AA N IH Y EY EY N SIL T IH N IH SIL AA EY R SIL SH AO M AO Y SH UW IH SIL OW N UW JH AA IH SIL AA R SIL D IH S EY M B AO R IH SIL P R OW T IH JH OW IH T AA SIL SH EY SH SIL HH AO B EY
